x,university_name,California Institute of Technology (Caltech),Harvard University,University of Oxford,Stanford University,Massachusetts Institute of Technology (MIT),Princeton University,University of Cambridge,"University of California, Berkeley",University of Chicago,Imperial College London,Yale University,"University of California, Los Angeles (UCLA)",Columbia University,ETH Zürich – Swiss Federal Institute of Technology Zürich,Johns Hopkins University,University of Pennsylvania,Duke University,University of Michigan,Cornell University,University of Toronto,University College London (UCL),Northwestern University,The University of Tokyo,Carnegie Mellon University,University of Washington,National University of Singapore (NUS),University of Texas at Austin,Georgia Institute of Technology (Georgia Tech),University of Illinois at Urbana Champaign,University of Wisconsin-Madison,University of British Columbia,London School of Economics and Political Science (LSE),"University of California, Santa Barbara",University of Melbourne,McGill University,Karolinska Institute,École Polytechnique Fédérale de Lausanne,King's College London,University of Edinburgh,New York University (NYU),"University of California, San Diego",Washington University in St Louis,The University of Hong Kong,Seoul National University,Peking University,University of Minnesota,University of North Carolina at Chapel Hill,Australian National University,Pennsylvania State University,Boston University,Tsinghua University,Brown University,"University of California, Davis",Kyoto University,Ludwig-Maximilians-Universität München,Korea Advanced Institute of Science and Technology (KAIST),Hong Kong University of Science and Technology,University of Manchester,Ohio State University,Pohang University of Science and Technology (Postech),KU Leuven,Purdue University,Georg-August-Universität Göttingen,University of Queensland Australia,École Normale Supérieure,Rice University,Leiden University,Universität Heidelberg,Delft University of Technology,École Polytechnique,University of Southern California,University of Sydney,Erasmus University Rotterdam,Universität Basel,Utrecht University,Nanyang Technological University,Wageningen University and Research Center,University of Pittsburgh,University of Bristol,Durham University,Emory University,Tufts University,University of Amsterdam,Michigan State University,Ghent University,Freie Universität Berlin,Technische Universität München,Case Western Reserve University,Vanderbilt University,University of Notre Dame,Monash University,McMaster University,"University of California, Irvine",Humboldt-Universität zu Berlin,University of Rochester,Université Pierre et Marie Curie,University of Colorado Boulder,University of Groningen,Maastricht University
Pennsylvania State University,0.1724137931034483,0.18181818181818177,0.4482758620689655,0.13793103448275867,0.4482758620689655,0.16279069767441856,0.48275862068965514,0.13793103448275867,0.17647058823529416,0.13793103448275867,0.10344827586206895,0.4482758620689655,0.18181818181818177,0.48275862068965514,0.1578947368421053,0.48275862068965514,0.13793103448275867,0.4137931034482759,0.13793103448275867,0.4482758620689655,0.2068965517241379,0.09677419354838712,0.4137931034482759,0.13793103448275867,0.4482758620689655,0.10344827586206895,0.1842105263157895,0.06896551724137934,0.19565217391304346,0.2142857142857143,0.09677419354838712,0.06666666666666665,0.20370370370370372,0.20512820512820518,0.13793103448275867,0.4137931034482759,0.2068965517241379,0.22499999999999998,0.10344827586206895,0.13793103448275867,0.24137931034482762,0.1428571428571429,0.18181818181818177,0.06896551724137934,0.5172413793103448,0.48275862068965514,0.2068965517241379,0.18604651162790697,0.5,1.0,0.4482758620689655,0.48275862068965514,0.4137931034482759,0.09677419354838712,0.4482758620689655,0.3157894736842105,0.18965517241379315,0.23913043478260865,0.1724137931034483,0.6206896551724138,0.2075471698113207,0.13793103448275867,0.4482758620689655,0.1470588235294118,0.11764705882352944,0.13793103448275867,0.4482758620689655,0.4482758620689655,0.24137931034482762,0.16666666666666663,0.1724137931034483,0.21212121212121215,0.1724137931034483,0.2068965517241379,0.2068965517241379,0.4137931034482759,0.4375,0.2682926829268293,0.10344827586206895,0.1724137931034483,0.4137931034482759,0.4137931034482759,0.4137931034482759,0.1724137931034483,0.6551724137931034,0.4482758620689655,0.2068965517241379,0.19999999999999996,0.4516129032258065,0.48275862068965514,0.13793103448275867,0.4482758620689655,0.4482758620689655,0.15625,0.19999999999999996,0.1724137931034483,0.125,0.06666666666666665,0.13793103448275867,0.48275862068965514
Boston University,0.23529411764705888,0.15909090909090906,0.6111111111111112,0.15000000000000002,0.631578947368421,0.16279069767441856,0.7,0.17391304347826086,0.2647058823529411,0.1428571428571429,0.08695652173913049,0.6470588235294117,0.18181818181818177,0.631578947368421,0.14035087719298245,0.625,0.1923076923076923,0.6470588235294117,0.13636363636363635,0.6666666666666667,0.19047619047619047,0.16129032258064513,0.6521739130434783,0.34782608695652173,0.5,0.16666666666666663,0.3421052631578947,0.1724137931034483,0.19565217391304346,0.19047619047619047,0.22580645161290325,0.16666666666666663,0.14814814814814814,0.20512820512820518,0.13043478260869568,0.6470588235294117,0.15000000000000002,0.17500000000000004,0.09523809523809523,0.17391304347826086,0.48,0.19999999999999996,0.4545454545454546,0.2962962962962963,0.6,0.6470588235294117,0.26086956521739135,0.16279069767441856,0.5,0.4482758620689655,1.0,0.5789473684210527,0.7647058823529411,0.22580645161290325,0.7647058823529411,0.26315789473684215,0.15517241379310343,0.30434782608695654,0.25,0.6190476190476191,0.2264150943396226,0.17647058823529416,0.6470588235294117,0.2941176470588235,0.17647058823529416,0.125,0.6470588235294117,0.7058823529411764,0.2272727272727273,0.33333333333333337,0.10526315789473684,0.21212121212121215,0.15000000000000002,0.4285714285714286,0.11764705882352944,0.6111111111111112,0.375,0.29268292682926833,0.16666666666666663,0.1428571428571429,0.6470588235294117,0.6470588235294117,0.7058823529411764,0.21739130434782605,0.48,0.6470588235294117,0.375,0.3666666666666667,0.4516129032258065,0.5238095238095238,0.20833333333333337,0.7058823529411764,0.6842105263157895,0.25,0.33333333333333337,0.21739130434782605,0.125,0.1333333333333333,0.13043478260869568,0.6190476190476191
Tsinghua University,0.26315789473684215,0.15909090909090906,0.5789473684210527,0.050000000000000044,0.631578947368421,0.18604651162790697,0.65,0.13043478260869568,0.23529411764705888,0.09523809523809523,0.08695652173913049,0.5789473684210527,0.15909090909090906,0.631578947368421,0.17543859649122806,0.5,0.15384615384615385,0.5789473684210527,0.13636363636363635,0.631578947368421,0.19047619047619047,0.12903225806451613,0.4782608695652174,0.34782608695652173,0.5,0.16666666666666663,0.2894736842105263,0.1724137931034483,0.17391304347826086,0.19047619047619047,0.19354838709677424,0.1333333333333333,0.12962962962962965,0.17948717948717952,0.13043478260869568,0.5789473684210527,0.19999999999999996,0.125,0.1428571428571429,0.13043478260869568,0.43999999999999995,0.17142857142857137,0.4545454545454546,0.2962962962962963,0.48,0.6842105263157895,0.21739130434782605,0.16279069767441856,0.5,0.48275862068965514,0.5789473684210527,1.0,0.5789473684210527,0.19354838709677424,0.5789473684210527,0.2894736842105263,0.12068965517241381,0.26086956521739135,0.20833333333333337,0.6190476190476191,0.18867924528301883,0.1578947368421053,0.631578947368421,0.32352941176470584,0.1470588235294118,0.08333333333333337,0.631578947368421,0.631578947368421,0.18181818181818177,0.2666666666666667,0.0,0.18181818181818177,0.09999999999999998,0.3928571428571429,0.10526315789473684,0.631578947368421,0.46875,0.31707317073170727,0.125,0.1428571428571429,0.631578947368421,0.5789473684210527,0.631578947368421,0.17391304347826086,0.56,0.631578947368421,0.29166666666666663,0.4,0.4193548387096774,0.5238095238095238,0.16666666666666663,0.631578947368421,0.5789473684210527,0.21875,0.30000000000000004,0.17391304347826086,0.125,0.09999999999999998,0.13043478260869568,0.5714285714285714
Brown University,0.25,0.15909090909090906,0.6666666666666667,0.19999999999999996,0.631578947368421,0.11627906976744184,0.65,0.17391304347826086,0.20588235294117652,0.19047619047619047,0.13043478260869568,0.6875,0.13636363636363635,0.5789473684210527,0.1578947368421053,0.5416666666666667,0.15384615384615385,0.6875,0.18181818181818177,0.6666666666666667,0.19047619047619047,0.12903225806451613,0.6086956521739131,0.3913043478260869,0.5,0.16666666666666663,0.3157894736842105,0.1724137931034483,0.15217391304347827,0.16666666666666663,0.16129032258064513,0.1333333333333333,0.11111111111111116,0.15384615384615385,0.17391304347826086,0.6470588235294117,0.25,0.17500000000000004,0.09523809523809523,0.17391304347826086,0.48,0.1428571428571429,0.36363636363636365,0.33333333333333337,0.52,0.7058823529411764,0.21739130434782605,0.13953488372093026,0.43333333333333335,0.4137931034482759,0.7647058823529411,0.5789473684210527,1.0,0.16129032258064513,0.75,0.2894736842105263,0.13793103448275867,0.26086956521739135,0.16666666666666663,0.5714285714285714,0.2264150943396226,0.1875,0.7058823529411764,0.2941176470588235,0.1470588235294118,0.16666666666666663,0.6875,0.7058823529411764,0.18181818181818177,0.3666666666666667,0.21052631578947367,0.18181818181818177,0.19999999999999996,0.4285714285714286,0.17647058823529416,0.6666666666666667,0.375,0.29268292682926833,0.16666666666666663,0.19047619047619047,0.7058823529411764,0.75,0.6875,0.17391304347826086,0.48,0.6875,0.45833333333333337,0.3666666666666667,0.3870967741935484,0.5714285714285714,0.16666666666666663,0.6470588235294117,0.5789473684210527,0.1875,0.33333333333333337,0.17391304347826086,0.125,0.1333333333333333,0.17391304347826086,0.5714285714285714
"University of California, Davis",0.3548387096774194,0.25,0.19354838709677424,0.5483870967741935,0.12903225806451613,0.2093023255813954,0.22580645161290325,0.5806451612903225,0.7647058823529411,0.5483870967741935,0.19354838709677424,0.16129032258064513,0.6136363636363636,0.16129032258064513,0.21052631578947367,0.12903225806451613,0.5483870967741935,0.16129032258064513,0.5483870967741935,0.16129032258064513,0.5161290322580645,0.4516129032258065,0.16129032258064513,0.3548387096774194,0.19354838709677424,0.5161290322580645,0.368421052631579,0.5161290322580645,0.28260869565217395,0.5,0.5483870967741935,0.5161290322580645,0.18518518518518523,0.6923076923076923,0.5483870967741935,0.16129032258064513,0.09677419354838712,0.15000000000000002,0.16129032258064513,0.5161290322580645,0.19354838709677424,0.8,0.21212121212121215,0.4193548387096774,0.19354838709677424,0.19354838709677424,0.5483870967741935,0.4651162790697675,0.16129032258064513,0.09677419354838712,0.22580645161290325,0.19354838709677424,0.16129032258064513,1.0,0.19354838709677424,0.1578947368421053,0.2068965517241379,0.34782608695652173,0.5161290322580645,0.19354838709677424,0.3207547169811321,0.06451612903225812,0.16129032258064513,0.11764705882352944,0.5,0.12903225806451613,0.19354838709677424,0.19354838709677424,0.3548387096774194,0.29032258064516125,0.12903225806451613,0.5454545454545454,0.4838709677419355,0.16129032258064513,0.3548387096774194,0.22580645161290325,0.09375,0.2682926829268293,0.4838709677419355,0.5161290322580645,0.16129032258064513,0.19354838709677424,0.16129032258064513,0.5161290322580645,0.16129032258064513,0.19354838709677424,0.19354838709677424,0.09677419354838712,0.06451612903225812,0.22580645161290325,0.5806451612903225,0.16129032258064513,0.19354838709677424,0.875,0.09677419354838712,0.4838709677419355,0.375,0.5483870967741935,0.5483870967741935,0.19354838709677424
Kyoto University,0.25,0.13636363636363635,0.6111111111111112,0.19999999999999996,0.631578947368421,0.13953488372093026,0.65,0.17391304347826086,0.23529411764705888,0.19047619047619047,0.08695652173913049,0.6875,0.15909090909090906,0.5789473684210527,0.14035087719298245,0.5,0.15384615384615385,0.6875,0.18181818181818177,0.6111111111111112,0.19047619047619047,0.12903225806451613,0.5217391304347826,0.3913043478260869,0.46153846153846156,0.16666666666666663,0.3157894736842105,0.1724137931034483,0.17391304347826086,0.16666666666666663,0.19354838709677424,0.1333333333333333,0.12962962962962965,0.17948717948717952,0.17391304347826086,0.6470588235294117,0.25,0.17500000000000004,0.1428571428571429,0.17391304347826086,0.48,0.17142857142857137,0.3939393939393939,0.33333333333333337,0.56,0.6470588235294117,0.21739130434782605,0.16279069767441856,0.43333333333333335,0.4482758620689655,0.7647058823529411,0.5789473684210527,0.75,0.19354838709677424,1.0,0.23684210526315785,0.12068965517241381,0.26086956521739135,0.20833333333333337,0.6190476190476191,0.2075471698113207,0.25,0.6470588235294117,0.2941176470588235,0.1470588235294118,0.16666666666666663,0.6875,0.6470588235294117,0.18181818181818177,0.3666666666666667,0.21052631578947367,0.18181818181818177,0.19999999999999996,0.3928571428571429,0.17647058823529416,0.6111111111111112,0.4375,0.2682926829268293,0.16666666666666663,0.19047619047619047,0.6470588235294117,0.75,0.75,0.17391304347826086,0.48,0.6875,0.41666666666666663,0.33333333333333337,0.3870967741935484,0.5238095238095238,0.16666666666666663,0.6470588235294117,0.631578947368421,0.21875,0.33333333333333337,0.17391304347826086,0.125,0.1333333333333333,0.17391304347826086,0.5714285714285714
Ludwig-Maximilians-Universität München,0.2894736842105263,0.11363636363636365,0.2894736842105263,0.21052631578947367,0.26315789473684215,0.046511627906976716,0.2894736842105263,0.1578947368421053,0.1578947368421053,0.23684210526315785,0.1578947368421053,0.2894736842105263,0.09090909090909094,0.3157894736842105,0.1578947368421053,0.3157894736842105,0.13157894736842102,0.26315789473684215,0.26315789473684215,0.26315789473684215,0.21052631578947367,0.07894736842105265,0.26315789473684215,0.23684210526315785,0.3157894736842105,0.1842105263157895,0.13157894736842102,0.1578947368421053,0.10869565217391308,0.11904761904761907,0.1578947368421053,0.10526315789473684,0.18518518518518523,0.10256410256410253,0.21052631578947367,0.3157894736842105,0.23684210526315785,0.07499999999999996,0.1578947368421053,0.1842105263157895,0.2894736842105263,0.1578947368421053,0.23684210526315785,0.21052631578947367,0.3157894736842105,0.2894736842105263,0.21052631578947367,0.06976744186046513,0.3157894736842105,0.3157894736842105,0.26315789473684215,0.2894736842105263,0.2894736842105263,0.1578947368421053,0.23684210526315785,1.0,0.12068965517241381,0.15217391304347827,0.26315789473684215,0.2894736842105263,0.15094339622641506,0.10526315789473684,0.26315789473684215,0.39473684210526316,0.07894736842105265,0.13157894736842102,0.26315789473684215,0.3157894736842105,0.26315789473684215,0.1842105263157895,0.10526315789473684,0.10526315789473684,0.23684210526315785,0.2894736842105263,0.3421052631578947,0.23684210526315785,0.23684210526315785,0.2195121951219512,0.1578947368421053,0.21052631578947367,0.3157894736842105,0.26315789473684215,0.2894736842105263,0.1578947368421053,0.3421052631578947,0.26315789473684215,0.368421052631579,0.5263157894736843,0.1842105263157895,0.2894736842105263,0.13157894736842102,0.2894736842105263,0.2894736842105263,0.1842105263157895,0.368421052631579,0.21052631578947367,0.13157894736842102,0.13157894736842102,0.23684210526315785,0.3157894736842105
Korea Advanced Institute of Science and Technology (KAIST),0.13793103448275867,0.4655172413793104,0.1724137931034483,0.1724137931034483,0.13793103448275867,0.5172413793103448,0.18965517241379315,0.18965517241379315,0.24137931034482762,0.22413793103448276,0.15517241379310343,0.13793103448275867,0.24137931034482762,0.13793103448275867,0.2931034482758621,0.1724137931034483,0.22413793103448276,0.12068965517241381,0.22413793103448276,0.15517241379310343,0.2068965517241379,0.24137931034482762,0.18965517241379315,0.22413793103448276,0.18965517241379315,0.2068965517241379,0.2931034482758621,0.22413793103448276,0.39655172413793105,0.22413793103448276,0.22413793103448276,0.22413793103448276,0.18965517241379315,0.22413793103448276,0.2068965517241379,0.10344827586206895,0.22413793103448276,0.2068965517241379,0.15517241379310343,0.2068965517241379,0.18965517241379315,0.22413793103448276,0.1724137931034483,0.24137931034482762,0.1724137931034483,0.13793103448275867,0.24137931034482762,0.1724137931034483,0.18965517241379315,0.18965517241379315,0.15517241379310343,0.12068965517241381,0.13793103448275867,0.2068965517241379,0.12068965517241381,0.12068965517241381,1.0,0.5344827586206897,0.22413793103448276,0.15517241379310343,0.5689655172413793,0.10344827586206895,0.15517241379310343,0.15517241379310343,0.27586206896551724,0.13793103448275867,0.13793103448275867,0.15517241379310343,0.18965517241379315,0.3275862068965517,0.13793103448275867,0.24137931034482762,0.22413793103448276,0.15517241379310343,0.1724137931034483,0.15517241379310343,0.1724137931034483,0.2586206896551724,0.18965517241379315,0.2068965517241379,0.13793103448275867,0.12068965517241381,0.10344827586206895,0.18965517241379315,0.1724137931034483,0.13793103448275867,0.18965517241379315,0.1724137931034483,0.22413793103448276,0.15517241379310343,0.2068965517241379,0.13793103448275867,0.13793103448275867,0.2068965517241379,0.15517241379310343,0.18965517241379315,0.2068965517241379,0.22413793103448276,0.22413793103448276,0.15517241379310343
Hong Kong University of Science and Technology,0.26086956521739135,0.19565217391304346,0.26086956521739135,0.32608695652173914,0.26086956521739135,0.23913043478260865,0.28260869565217395,0.34782608695652173,0.4130434782608695,0.3913043478260869,0.19565217391304346,0.23913043478260865,0.23913043478260865,0.26086956521739135,0.29824561403508776,0.26086956521739135,0.3913043478260869,0.23913043478260865,0.3695652173913043,0.26086956521739135,0.3695652173913043,0.32608695652173914,0.19565217391304346,0.3695652173913043,0.19565217391304346,0.3695652173913043,0.4565217391304348,0.3913043478260869,0.15217391304347827,0.28260869565217395,0.3913043478260869,0.34782608695652173,0.20370370370370372,0.30434782608695654,0.3695652173913043,0.23913043478260865,0.15217391304347827,0.13043478260869568,0.21739130434782605,0.3695652173913043,0.30434782608695654,0.3695652173913043,0.3913043478260869,0.4130434782608695,0.21739130434782605,0.28260869565217395,0.4130434782608695,0.23913043478260865,0.17391304347826086,0.23913043478260865,0.30434782608695654,0.26086956521739135,0.26086956521739135,0.34782608695652173,0.26086956521739135,0.15217391304347827,0.5344827586206897,1.0,0.3913043478260869,0.23913043478260865,0.6981132075471699,0.13043478260869568,0.23913043478260865,0.26086956521739135,0.4565217391304348,0.15217391304347827,0.23913043478260865,0.26086956521739135,0.30434782608695654,0.5434782608695652,0.15217391304347827,0.4130434782608695,0.3913043478260869,0.30434782608695654,0.28260869565217395,0.23913043478260865,0.23913043478260865,0.3913043478260869,0.34782608695652173,0.3695652173913043,0.23913043478260865,0.26086956521739135,0.23913043478260865,0.34782608695652173,0.19565217391304346,0.26086956521739135,0.28260869565217395,0.30434782608695654,0.23913043478260865,0.23913043478260865,0.3695652173913043,0.28260869565217395,0.23913043478260865,0.3695652173913043,0.30434782608695654,0.34782608695652173,0.30434782608695654,0.3695652173913043,0.3913043478260869,0.21739130434782605
University of Manchester,0.45833333333333337,0.2727272727272727,0.20833333333333337,0.5833333333333333,0.125,0.2093023255813954,0.25,0.6666666666666667,0.5294117647058824,0.625,0.16666666666666663,0.20833333333333337,0.40909090909090906,0.16666666666666663,0.21052631578947367,0.125,0.5769230769230769,0.20833333333333337,0.7083333333333333,0.16666666666666663,0.625,0.4516129032258065,0.16666666666666663,0.41666666666666663,0.1923076923076923,0.6666666666666667,0.42105263157894735,0.5862068965517242,0.23913043478260865,0.40476190476190477,0.5161290322580645,0.5,0.18518518518518523,0.46153846153846156,0.6666666666666667,0.16666666666666663,0.16666666666666663,0.15000000000000002,0.125,0.5833333333333333,0.12,0.48571428571428577,0.303030303030303,0.5185185185185186,0.16000000000000003,0.20833333333333337,0.75,0.41860465116279066,0.19999999999999996,0.1724137931034483,0.25,0.20833333333333337,0.16666666666666663,0.5161290322580645,0.20833333333333337,0.26315789473684215,0.22413793103448276,0.3913043478260869,1.0,0.20833333333333337,0.39622641509433965,0.125,0.16666666666666663,0.23529411764705888,0.5294117647058824,0.125,0.20833333333333337,0.20833333333333337,0.5,0.5,0.16666666666666663,0.5151515151515151,0.625,0.2857142857142857,0.5416666666666667,0.25,0.1875,0.46341463414634143,0.5833333333333333,0.6666666666666667,0.16666666666666663,0.20833333333333337,0.16666666666666663,0.625,0.16000000000000003,0.20833333333333337,0.20833333333333337,0.33333333333333337,0.16129032258064513,0.25,0.5833333333333333,0.16666666666666663,0.20833333333333337,0.5,0.2666666666666667,0.875,0.4375,0.5666666666666667,0.625,0.20833333333333337
Ohio State University,0.19047619047619047,0.20454545454545459,0.5714285714285714,0.1428571428571429,0.5238095238095238,0.18604651162790697,0.6190476190476191,0.17391304347826086,0.23529411764705888,0.1428571428571429,0.04347826086956519,0.6190476190476191,0.15909090909090906,0.5714285714285714,0.1578947368421053,0.5416666666666667,0.1923076923076923,0.5714285714285714,0.18181818181818177,0.5714285714285714,0.23809523809523814,0.16129032258064513,0.5652173913043479,0.26086956521739135,0.5,0.20833333333333337,0.2894736842105263,0.2068965517241379,0.21739130434782605,0.19047619047619047,0.19354838709677424,0.1333333333333333,0.14814814814814814,0.17948717948717952,0.17391304347826086,0.5238095238095238,0.19047619047619047,0.19999999999999996,0.0,0.13043478260869568,0.4,0.17142857142857137,0.36363636363636365,0.2222222222222222,0.52,0.5238095238095238,0.26086956521739135,0.18604651162790697,0.4666666666666667,0.6206896551724138,0.6190476190476191,0.6190476190476191,0.5714285714285714,0.19354838709677424,0.6190476190476191,0.2894736842105263,0.15517241379310343,0.23913043478260865,0.20833333333333337,1.0,0.18867924528301883,0.19047619047619047,0.5714285714285714,0.2647058823529411,0.17647058823529416,0.16666666666666663,0.6190476190476191,0.5714285714285714,0.2272727272727273,0.23333333333333328,0.1428571428571429,0.2727272727272727,0.19047619047619047,0.2857142857142857,0.1428571428571429,0.5714285714285714,0.40625,0.2682926829268293,0.16666666666666663,0.19047619047619047,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.17391304347826086,0.76,0.6190476190476191,0.25,0.3666666666666667,0.4516129032258065,0.5238095238095238,0.16666666666666663,0.6190476190476191,0.5714285714285714,0.21875,0.2666666666666667,0.17391304347826086,0.15625,0.1333333333333333,0.17391304347826086,0.5238095238095238
Pohang University of Science and Technology (Postech),0.2264150943396226,0.49056603773584906,0.2075471698113207,0.28301886792452835,0.18867924528301883,0.39622641509433965,0.18867924528301883,0.3207547169811321,0.3584905660377359,0.3584905660377359,0.16981132075471694,0.2264150943396226,0.3584905660377359,0.18867924528301883,0.2807017543859649,0.2075471698113207,0.339622641509434,0.2075471698113207,0.339622641509434,0.2075471698113207,0.339622641509434,0.3584905660377359,0.16981132075471694,0.37735849056603776,0.18867924528301883,0.339622641509434,0.41509433962264153,0.37735849056603776,0.37735849056603776,0.3584905660377359,0.3584905660377359,0.339622641509434,0.2222222222222222,0.339622641509434,0.3207547169811321,0.2075471698113207,0.18867924528301883,0.15094339622641506,0.16981132075471694,0.339622641509434,0.2264150943396226,0.3584905660377359,0.3207547169811321,0.37735849056603776,0.15094339622641506,0.26415094339622647,0.37735849056603776,0.28301886792452835,0.15094339622641506,0.2075471698113207,0.2264150943396226,0.18867924528301883,0.2264150943396226,0.3207547169811321,0.2075471698113207,0.15094339622641506,0.5689655172413793,0.6981132075471699,0.39622641509433965,0.18867924528301883,1.0,0.09433962264150941,0.2264150943396226,0.16981132075471694,0.39622641509433965,0.1132075471698113,0.2075471698113207,0.2075471698113207,0.28301886792452835,0.4716981132075472,0.15094339622641506,0.37735849056603776,0.339622641509434,0.24528301886792447,0.24528301886792447,0.18867924528301883,0.2264150943396226,0.339622641509434,0.3207547169811321,0.3207547169811321,0.2264150943396226,0.2075471698113207,0.2075471698113207,0.30188679245283023,0.16981132075471694,0.24528301886792447,0.24528301886792447,0.2264150943396226,0.2264150943396226,0.16981132075471694,0.3207547169811321,0.24528301886792447,0.18867924528301883,0.339622641509434,0.2075471698113207,0.3584905660377359,0.3207547169811321,0.3584905660377359,0.339622641509434,0.15094339622641506
KU Leuven,0.1333333333333333,0.09090909090909094,0.16666666666666663,0.050000000000000044,0.1578947368421053,0.09302325581395354,0.15000000000000002,0.04347826086956519,0.08823529411764708,0.04761904761904767,0.13043478260869568,0.19999999999999996,0.06818181818181823,0.1578947368421053,0.08771929824561409,0.125,0.15384615384615385,0.19999999999999996,0.09090909090909094,0.16666666666666663,0.09523809523809523,0.09677419354838712,0.13043478260869568,0.13043478260869568,0.15384615384615385,0.08333333333333337,0.10526315789473684,0.13793103448275867,0.08695652173913049,0.0714285714285714,0.06451612903225812,0.06666666666666665,0.05555555555555558,0.05128205128205132,0.13043478260869568,0.17647058823529416,0.15000000000000002,0.125,0.19047619047619047,0.08695652173913049,0.12,0.05714285714285716,0.12121212121212122,0.14814814814814814,0.12,0.17647058823529416,0.08695652173913049,0.046511627906976716,0.09999999999999998,0.13793103448275867,0.17647058823529416,0.1578947368421053,0.1875,0.06451612903225812,0.25,0.10526315789473684,0.10344827586206895,0.13043478260869568,0.125,0.19047619047619047,0.09433962264150941,1.0,0.17647058823529416,0.11764705882352944,0.11764705882352944,0.16666666666666663,0.19999999999999996,0.17647058823529416,0.13636363636363635,0.1333333333333333,0.1578947368421053,0.12121212121212122,0.09999999999999998,0.1071428571428571,0.11764705882352944,0.16666666666666663,0.125,0.12195121951219512,0.08333333333333337,0.04761904761904767,0.17647058823529416,0.1875,0.1875,0.08695652173913049,0.16000000000000003,0.1875,0.16666666666666663,0.1333333333333333,0.16129032258064513,0.1428571428571429,0.08333333333333337,0.17647058823529416,0.1578947368421053,0.09375,0.16666666666666663,0.13043478260869568,0.09375,0.09999999999999998,0.13043478260869568,0.1428571428571429
Purdue University,0.2941176470588235,0.13636363636363635,0.6666666666666667,0.15000000000000002,0.5789473684210527,0.16279069767441856,0.65,0.13043478260869568,0.20588235294117652,0.1428571428571429,0.13043478260869568,0.7058823529411764,0.13636363636363635,0.631578947368421,0.1578947368421053,0.45833333333333337,0.15384615384615385,0.7647058823529411,0.13636363636363635,0.6666666666666667,0.19047619047619047,0.12903225806451613,0.5652173913043479,0.3913043478260869,0.5,0.16666666666666663,0.2894736842105263,0.1724137931034483,0.17391304347826086,0.1428571428571429,0.16129032258064513,0.09999999999999998,0.11111111111111116,0.15384615384615385,0.13043478260869568,0.6470588235294117,0.19999999999999996,0.17500000000000004,0.09523809523809523,0.13043478260869568,0.43999999999999995,0.1428571428571429,0.33333333333333337,0.33333333333333337,0.48,0.7058823529411764,0.21739130434782605,0.11627906976744184,0.43333333333333335,0.4482758620689655,0.6470588235294117,0.631578947368421,0.7058823529411764,0.16129032258064513,0.6470588235294117,0.26315789473684215,0.15517241379310343,0.23913043478260865,0.16666666666666663,0.5714285714285714,0.2264150943396226,0.17647058823529416,1.0,0.32352941176470584,0.1470588235294118,0.125,0.7058823529411764,0.7058823529411764,0.18181818181818177,0.33333333333333337,0.1578947368421053,0.18181818181818177,0.15000000000000002,0.4285714285714286,0.11764705882352944,0.6666666666666667,0.375,0.29268292682926833,0.125,0.1428571428571429,0.7647058823529411,0.6470588235294117,0.7058823529411764,0.13043478260869568,0.48,0.6470588235294117,0.45833333333333337,0.3666666666666667,0.4193548387096774,0.5714285714285714,0.125,0.6470588235294117,0.631578947368421,0.1875,0.33333333333333337,0.13043478260869568,0.15625,0.09999999999999998,0.13043478260869568,0.5714285714285714
Georg-August-Universität Göttingen,0.2941176470588235,0.13636363636363635,0.2941176470588235,0.2941176470588235,0.2647058823529411,0.13953488372093026,0.2941176470588235,0.2941176470588235,0.11764705882352944,0.2941176470588235,0.11764705882352944,0.2647058823529411,0.15909090909090906,0.32352941176470584,0.17543859649122806,0.23529411764705888,0.17647058823529416,0.2941176470588235,0.32352941176470584,0.32352941176470584,0.2647058823529411,0.02941176470588236,0.2941176470588235,0.2941176470588235,0.20588235294117652,0.32352941176470584,0.23684210526315785,0.17647058823529416,0.26086956521739135,0.1428571428571429,0.11764705882352944,0.11764705882352944,0.14814814814814814,0.1282051282051282,0.23529411764705888,0.2647058823529411,0.20588235294117652,0.17500000000000004,0.17647058823529416,0.2647058823529411,0.32352941176470584,0.1428571428571429,0.2941176470588235,0.2941176470588235,0.2647058823529411,0.32352941176470584,0.2941176470588235,0.11627906976744184,0.11764705882352944,0.1470588235294118,0.2941176470588235,0.32352941176470584,0.2941176470588235,0.11764705882352944,0.2941176470588235,0.39473684210526316,0.15517241379310343,0.26086956521739135,0.23529411764705888,0.2647058823529411,0.16981132075471694,0.11764705882352944,0.32352941176470584,1.0,0.11764705882352944,0.11764705882352944,0.2647058823529411,0.2941176470588235,0.3529411764705882,0.2647058823529411,0.1470588235294118,0.05882352941176472,0.32352941176470584,0.4411764705882353,0.38235294117647056,0.32352941176470584,0.08823529411764708,0.2682926829268293,0.2647058823529411,0.2941176470588235,0.2941176470588235,0.32352941176470584,0.32352941176470584,0.2647058823529411,0.2647058823529411,0.32352941176470584,0.4411764705882353,0.4411764705882353,0.1470588235294118,0.2941176470588235,0.23529411764705888,0.32352941176470584,0.2647058823529411,0.17647058823529416,0.4411764705882353,0.2647058823529411,0.11764705882352944,0.08823529411764708,0.4117647058823529,0.2941176470588235
